query_keyword,dataset_role,label,label_meaning,platform,keyword,canonical_name,matched_keywords,pid,name,price,status,date,link,image_url,description,source_file
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228328142,삼성 갤럭시 s25 엣지,750000,판매중,2026-05-07 05:05,https://web.joongna.com/product/228328142,https://img2.joongna.com/media/original/2026/05/07/1778097930423xv3_qfWNs.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228327357,[68만]S급 갤럭시S25 256기가 전색상,680000,판매중,2026-05-07 02:15,https://web.joongna.com/product/228327357,https://img2.joongna.com/media/original/2026/05/07/1778087728428rWD_H922g.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228326693,갤럭시 S25 아이스블루 256기가 SS급 팔아요~,700000,판매중,2026-05-07 01:10,https://web.joongna.com/product/228326693,https://img2.joongna.com/media/original/2026/05/07/1778083809808nL7_udilg.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228325669,갤럭시 S25엣지 최신폰 512기가 대용량 외관초S급,770000,판매중,2026-05-07 00:15,https://web.joongna.com/product/228325669,https://img2.joongna.com/media/original/2026/05/07/1778080498905O0q_rtZfw.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228325369,갤럭시박스 갤럭시S25 네이비 512기가 빈박스,15000,판매중,2026-05-07 00:04,https://web.joongna.com/product/228325369,https://img2.joongna.com/media/original/2026/05/07/1778079855710WDs_W7bx2.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228325360,갤럭시S25 등급별기기 판매합니다,580000,판매중,2026-05-07 00:03,https://web.joongna.com/product/228325360,https://img2.joongna.com/media/original/2026/05/07/17780798349863rt_BYHQq.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228324932,[72만]S급 업무용 갤럭시S25 [512기가],720000,판매중,2026-05-06 23:50,https://web.joongna.com/product/228324932,https://img2.joongna.com/media/original/2026/05/06/1778079012165K9j_m4F6B.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228323345,새상품급 갤럭시S25 256기가,630000,판매중,2026-05-06 22:57,https://web.joongna.com/product/228323345,https://img2.joongna.com/media/original/2026/05/06/1778075826232QTB_PJECh.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228322898,갤럭시S25 네이비 512 판매합니다,700000,판매중,2026-05-06 22:43,https://web.joongna.com/product/228322898,https://img2.joongna.com/media/original/2026/05/06/1778074995512A6o_369Rq.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,226736144,미개봉 새상품 삼성 갤럭시 S25 시리즈 포스터,1000,판매중,2026-05-06 22:29,https://web.joongna.com/product/226736144,https://img2.joongna.com/media/original/2026/03/25/1774438367939eer_fXsIJ.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228134858,갤럭시 S25 네이비 256GB KT 무잔상 SS급 213397,660000,판매중,2026-05-06 21:10,https://web.joongna.com/product/228134858,https://img2.joongna.com/media/original/2026/05/01/1777619651399uih_DZPyY.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,227287381,secretfact 갤럭시s25 스와로브스키 케이스,50000,판매중,2026-05-06 21:29,https://web.joongna.com/product/227287381,https://img2.joongna.com/media/original/2026/04/09/1775663839287dhS_NMDlt.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228320322,A급) 갤럭시S25 512G 무잔상 블루 61005,660000,예약중,2026-05-06 21:29,https://web.joongna.com/product/228320322,https://img2.joongna.com/media/original/2026/05/06/1778070544885QBC_iMtdy.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228111096,갤럭시 S25 엣지 S급 256G 정상해지 공기기,750000,판매중,2026-05-06 21:28,https://web.joongna.com/product/228111096,https://img2.joongna.com/media/original/2026/04/30/1777554615553SrY_0hQGn.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228110622,갤럭시 S25 엣지 SS급 256G 정상해지 공기기,790000,판매중,2026-05-06 21:28,https://web.joongna.com/product/228110622,https://img2.joongna.com/media/original/2026/04/30/1777553736038D11_vGAiD.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228084084,갤럭시 S25 엣지 SS급 256G 새상품급,790000,판매중,2026-05-06 21:28,https://web.joongna.com/product/228084084,https://img2.joongna.com/media/original/2026/04/30/1777506925446VUh_uN7Yi.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228084079,갤럭시 S25 엣지 SS급 256G 정상해지 공기기,790000,판매중,2026-05-06 21:28,https://web.joongna.com/product/228084079,https://img2.joongna.com/media/original/2026/04/30/1777506904773CmK_nNVl9.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228320195,[68만]S급 업무용 갤럭시S25 [256기가],680000,판매중,2026-05-06 21:25,https://web.joongna.com/product/228320195,https://img2.joongna.com/media/original/2026/05/06/1778070336166i7a_gmdzJ.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228319538,SSS급) 갤럭시 S25 엣지 256GB 판매,690000,판매중,2026-05-06 21:07,https://web.joongna.com/product/228319538,https://img2.joongna.com/media/original/2026/05/06/1778069212663AhP_ic9PL.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,227852602,갤럭시S25 256G 새제품급(추가포함등등),690000,판매중,2026-05-06 20:27,https://web.joongna.com/product/227852602,https://img2.joongna.com/media/original/2026/04/23/1776946456789PuJ_IZdL9.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,227740689,"갤럭시S25엣지 새제품급(블루,정상해지)",720000,판매중,2026-05-06 20:27,https://web.joongna.com/product/227740689,https://img2.joongna.com/media/original/2026/04/20/1776694734927v2J_4MuEI.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,227890277,"갤럭시S25 512G 새것급(민트,실버)",730000,판매중,2026-05-06 20:16,https://web.joongna.com/product/227890277,https://img2.joongna.com/media/original/2026/04/28/1777376646851sls_UiIko.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228303197,갤럭시s25 자급제 미개봉 512GB,600000,판매중,2026-05-06 20:25,https://web.joongna.com/product/228303197,https://img2.joongna.com/media/original/2026/05/06/1778042557531oZR_BuSe3.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228149315,갤럭시S25엣지 256G 개봉새제품,720000,판매중,2026-05-06 20:17,https://web.joongna.com/product/228149315,https://img2.joongna.com/media/original/2026/05/01/1777646111752iCF_DaKNG.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,227838267,갤럭시 S25엣지 256GB 깨끗한 공기계,780000,판매중,2026-05-06 20:30,https://web.joongna.com/product/227838267,https://img2.joongna.com/media/original/2026/04/23/1776923721116ODj_2U8kV.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228162413,갤럭시S25엣지 미개봉자급제(유리포함),990000,판매중,2026-05-06 20:16,https://web.joongna.com/product/228162413,https://img2.joongna.com/media/original/2026/05/02/1777694204003PXZ_ymR7W.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228320325,갤럭시 S25 512GB 자급제 풀박스 3달사용 상태좋음,650000,예약중,2026-05-06 21:29,https://web.joongna.com/product/228320325,https://img2.joongna.com/media/original/2026/05/06/1778070555085ous_kTt1U.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228294179,갤럭시 S25 엣지 512G SK 실버,700000,예약중,2026-05-06 09:10,https://web.joongna.com/product/228294179,https://img2.joongna.com/media/original/2026/05/06/1778026256521iIX_WWKGo.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228275380,갤럭시 S25 512GB 박스 포함,680000,판매중,2026-05-05 17:24,https://web.joongna.com/product/228275380,https://img2.joongna.com/media/original/2026/05/05/1777969452575LOj_qAbfr.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228316378,갤럭시 S25 256gb 실버 60만에 팝니다,600000,판매중,2026-05-06 19:34,https://web.joongna.com/product/228316378,https://img2.joongna.com/media/original/2026/05/06/1778063687696BYq_mn8j5.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228316689,갤럭시S25 256기가 실버 (새제품급),550000,판매중,2026-05-06 19:45,https://web.joongna.com/product/228316689,https://img2.joongna.com/media/original/2026/05/06/1778064326920hEt_sjOEo.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228316822,특가 SS급) 갤럭시 S25 512GB 판매,710000,판매중,2026-05-06 19:49,https://web.joongna.com/product/228316822,https://img2.joongna.com/media/original/2026/05/06/17780645596192qE_eEfnZ.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228279652,(새제품) 갤럭시 s25 fe,700000,판매중,2026-05-06 19:28,https://web.joongna.com/product/228279652,https://img2.joongna.com/media/original/2026/05/05/1777976814406sEJ_Eqm0X.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228306023,갤럭시s25 자급제 미개봉 512GB,600000,판매중,2026-05-06 19:15,https://web.joongna.com/product/228306023,https://img2.joongna.com/media/original/2026/05/06/1778047011096cTv_hLSki.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228314159,갤럭시 s25엣지 256기가 자급제,700000,판매중,2026-05-06 18:26,https://web.joongna.com/product/228314159,https://img2.joongna.com/media/original/2026/05/06/1778059569807WdV_o9cHI.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,227281100,갤럭시 S25 Ultra 블랙 512GB,850000,거래완료,2026-05-06 18:22,https://web.joongna.com/product/227281100,https://img2.joongna.com/media/original/2026/04/08/17756516139593R0_RWCtr.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228315005,갤럭시 s25 네이비 스마트폰 256GB 팜,620000,판매중,2026-05-06 18:51,https://web.joongna.com/product/228315005,https://img2.joongna.com/media/original/2026/05/06/1778061105163d6w_zf8TW.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228314764,갤럭시 S25 실버쉐도우 기본형(512GB),730000,판매중,2026-05-06 18:43,https://web.joongna.com/product/228314764,https://img2.joongna.com/media/original/2026/05/06/1778060596586URr_jxPOj.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228314266,[대전 중고폰] 갤럭시 S25 256GB 아이스블루 / S급 / 실사진 / 099597,660000,판매중,2026-05-06 18:29,https://web.joongna.com/product/228314266,https://img2.joongna.com/media/original/2026/05/06/1778059653679m9d_M4kDW.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228314200,[대전 중고폰] 갤럭시 S25 256GB 실버 / 특A급 / 실사진 / 411155,640000,판매중,2026-05-06 18:27,https://web.joongna.com/product/228314200,https://img2.joongna.com/media/original/2026/05/06/1778059293871qKC_TB0B4.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228313949,[대전 중고폰] 갤럭시 S25 256GB 실버 / S급 / 실사진 / 099534,660000,판매중,2026-05-06 18:21,https://web.joongna.com/product/228313949,https://img2.joongna.com/media/original/2026/05/06/1778058736251KfF_sXDWq.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228242041,갤럭시 S25/S24 케이스 2개 새상품,3000,판매중,2026-05-06 18:20,https://web.joongna.com/product/228242041,https://img2.joongna.com/media/original/2026/05/04/1777886222891DKi_ge6ia.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228242030,갤럭시 S25 카드수납 케이스 2개,5000,판매중,2026-05-06 18:20,https://web.joongna.com/product/228242030,https://img2.joongna.com/media/original/2026/05/04/1777886211421B0z_ERik9.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228313506,[대전 중고폰] 갤럭시 S25 512GB 네이비 / A급 / 매장검수 / 실사진 413827,590000,판매중,2026-05-06 18:09,https://web.joongna.com/product/228313506,https://img2.joongna.com/media/original/2026/05/06/1778057870835yqN_aYzpM.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228251013,갤럭시 S25 엣지 256GB,890000,판매중,2026-05-06 16:26,https://web.joongna.com/product/228251013,https://img2.joongna.com/media/original/2026/05/05/1777978996645b0j_gBvQe.JPG?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228308809,겔럭시s25 256g 네이비 판매합니다,680000,판매중,2026-05-06 16:08,https://web.joongna.com/product/228308809,https://img2.joongna.com/media/original/2026/05/06/1778051298405q3V_5o82e.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228307706,(대용량)갤럭시S25 실버색상 512용량 미파손 무잔상 정상해지공기계 판매합니다,600000,판매중,2026-05-06 15:40,https://web.joongna.com/product/228307706,https://img2.joongna.com/media/original/2026/05/06/1778049598765Pa0_xEOgR.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228307611,갤럭시S25엣지 실버색상 256용량 S급 깨끗한단말기 25년7월개통 정상해지공기계 판매합니다,680000,판매중,2026-05-06 15:37,https://web.joongna.com/product/228307611,https://img2.joongna.com/media/original/2026/05/06/1778049441117if0_LtRTb.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228248319,(미개봉)갤럭시S25 자급제 새상품,750000,판매중,2026-05-06 15:48,https://web.joongna.com/product/228248319,https://img2.joongna.com/media/original/2026/05/04/1777897842127j55_RVpNb.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228307607,[미개봉/새제품] 갤럭시 S25 256GB 아이스블루 판매합니다 (선약가능/유심기변),780000,판매중,2026-05-06 15:37,https://web.joongna.com/product/228307607,https://img2.joongna.com/media/original/2026/05/06/177804934390287f_mnczF.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
갤럭시 s25,train_positive_candidate,1,positive_candidate_from_joongna,중고나라,갤럭시 s25,갤럭시 s25,갤럭시 s25,228307169,리퍼급)갤럭시S25 무잔상 외관깨끗 64.9만 최저가 중고폰 삼성 스마트폰 공기기 공기계,649000,판매중,2026-05-06 15:27,https://web.joongna.com/product/228307169,https://img2.joongna.com/media/original/2026/05/06/1778048840839rNa_BbEv0.jpg?impolicy=thumb&size=150,,통합조회_전체_no_filter_20260507_0536.csv
